0.0,0.0,0.0,0.0,0.0,-0.15968784823958543,-0.2014033471872897,0.0,0.333194065800034,0.0,0.09151873633150887,0.0,-0.21419600244158205,0.0,0.0
Race = White,Alcohol = No,Junky = No,Supervised Release = Yes,Married = Yes,Crime against Property = No,Gender = Male,8.00 < YearsSchool <= 10.00,26.00 < Age <= 33.00,MonthsServed > 24.00
0.0006,0.9386138613861386
