0.0,0.26482246888288347,0.0,0.0,-0.12862439800931055,-0.08688184999730532,0.4409126235387346,0.0,-0.027163683264725565,-0.04459809207286283,0.0,0.0,-0.006996884234177827,0.0,0.0
Race = White,Junky = No,Supervised Release = Yes,Crime against Property = No,Priors = 1,YearsSchool <= 8.00,Age > 33.00,MonthsServed <= 4.00
0.0006,0.8920792079207921
