-0.10624708161238501,-0.027857172525593582,0.017882737812837012,-0.012937574350323364,-0.09697865848142273,-0.0915991569254763,-0.03744268964926027,0.0,0.0,0.11164781777395565,0.0,-0.13045861413807122,0.16284229174057147,-0.16495306892979397,-0.03915313606030955
Crime against Property = No,Crime against Person = No,Priors = 1
0.2106,0.7397058823529412
